"","Year","Month","GEO","Value"
"321",2001," Sep","North.Western.Ontario"," $84.35"
"322",2001," Oct","North.Western.Ontario"," $82.93"
"323",2001," Nov","North.Western.Ontario"," $81.31"
"324",2001," Dec","North.Western.Ontario"," $77.9"
"325",2001," Jan","Other.Eastern.Ontario"," $78.38"
"326",2001," Feb","Other.Eastern.Ontario"," $79.82"
"327",2001," Mar","Other.Eastern.Ontario"," $81.8"
"328",2001," Apr","Other.Eastern.Ontario"," $78.3"
"329",2001," May","Other.Eastern.Ontario"," $80.83"
"330",2001," Jun","Other.Eastern.Ontario"," $87.62"
"331",2001," Jul","Other.Eastern.Ontario"," $93.65"
"332",2001," Aug","Other.Eastern.Ontario"," $95.7"
"333",2001," Sep","Other.Eastern.Ontario"," $86.96"
"334",2001," Oct","Other.Eastern.Ontario"," $81.04"
"335",2001," Nov","Other.Eastern.Ontario"," $81.36"
"336",2001," Dec","Other.Eastern.Ontario"," $79.57"
"337",2001," Jan","Other.Niagara.Region"," $70.52"
"338",2001," Feb","Other.Niagara.Region"," $73.1"
"339",2001," Mar","Other.Niagara.Region"," $74.21"
"340",2001," Apr","Other.Niagara.Region"," $75.11"
"341",2001," May","Other.Niagara.Region"," $81.9"
"342",2001," Jun","Other.Niagara.Region"," $86.87"
"343",2001," Jul","Other.Niagara.Region"," $96.44"
"344",2001," Aug","Other.Niagara.Region"," $99.32"
"345",2001," Sep","Other.Niagara.Region"," $89.96"
"346",2001," Oct","Other.Niagara.Region"," $76.11"
"347",2001," Nov","Other.Niagara.Region"," $69.17"
"348",2001," Dec","Other.Niagara.Region"," $76.54"
"349",2001," Jan","Other.Southern.Ontario"," $81.92"
"350",2001," Feb","Other.Southern.Ontario"," $81.25"
"351",2001," Mar","Other.Southern.Ontario"," $82.43"
"352",2001," Apr","Other.Southern.Ontario"," $82.46"
"353",2001," May","Other.Southern.Ontario"," $90.58"
"354",2001," Jun","Other.Southern.Ontario"," $95.13"
"355",2001," Jul","Other.Southern.Ontario"," $97.52"
"356",2001," Aug","Other.Southern.Ontario"," $100.19"
"357",2001," Sep","Other.Southern.Ontario"," $95.05"
"358",2001," Oct","Other.Southern.Ontario"," $90.94"
"359",2001," Nov","Other.Southern.Ontario"," $83.47"
"360",2001," Dec","Other.Southern.Ontario"," $83.79"
"361",2001," Jan","Ottawa"," $123.19"
"362",2001," Feb","Ottawa"," $132.58"
"363",2001," Mar","Ottawa"," $124.28"
"364",2001," Apr","Ottawa"," $126.72"
"365",2001," May","Ottawa"," $134.23"
"366",2001," Jun","Ottawa"," $131.33"
"367",2001," Jul","Ottawa"," $123.35"
"368",2001," Aug","Ottawa"," $122.74"
"369",2001," Sep","Ottawa"," $129.44"
"370",2001," Oct","Ottawa"," $130.74"
"371",2001," Nov","Ottawa"," $125.91"
"372",2001," Dec","Ottawa"," $116.82"
"373",2001," Jan","Ottawa.East"," $91.52"
"374",2001," Feb","Ottawa.East"," $92.77"
"375",2001," Mar","Ottawa.East"," $92.6"
"376",2001," Apr","Ottawa.East"," $94.24"
"377",2001," May","Ottawa.East"," $84.8"
"378",2001," Jun","Ottawa.East"," $87.4"
"379",2001," Jul","Ottawa.East"," $91.22"
"380",2001," Aug","Ottawa.East"," $91.03"
"381",2001," Sep","Ottawa.East"," $98.6"
"382",2001," Oct","Ottawa.East"," $95.41"
"383",2001," Nov","Ottawa.East"," $93.99"
"384",2001," Dec","Ottawa.East"," $92.78"
"385",2001," Jan","Ottawa.West"," $112.83"
"386",2001," Feb","Ottawa.West"," $110.66"
"387",2001," Mar","Ottawa.West"," $107.34"
"388",2001," Apr","Ottawa.West"," $112.02"
"389",2001," May","Ottawa.West"," $112.91"
"390",2001," Jun","Ottawa.West"," $108.05"
"391",2001," Jul","Ottawa.West"," $107.68"
"392",2001," Aug","Ottawa.West"," $108.99"
"393",2001," Sep","Ottawa.West"," $106.37"
"394",2001," Oct","Ottawa.West"," $106.62"
"395",2001," Nov","Ottawa.West"," $106.37"
"396",2001," Dec","Ottawa.West"," $104.61"
"397",2001," Jan","Regina"," $77.09"
"398",2001," Feb","Regina"," $78.12"
"399",2001," Mar","Regina"," $77.48"
"400",2001," Apr","Regina"," $76.88"
"401",2001," May","Regina"," $78.36"
"402",2001," Jun","Regina"," $79.43"
"403",2001," Jul","Regina"," $74.8"
"404",2001," Aug","Regina"," $77.62"
"405",2001," Sep","Regina"," $77.03"
"406",2001," Oct","Regina"," $78.5"
"407",2001," Nov","Regina"," $83.16"
"408",2001," Dec","Regina"," $84.57"
"409",2001," Jan","Sault.Ste..Marie"," $79.89"
"410",2001," Feb","Sault.Ste..Marie"," $82.7"
"411",2001," Mar","Sault.Ste..Marie"," $79.39"
"412",2001," Apr","Sault.Ste..Marie"," $75.94"
"413",2001," May","Sault.Ste..Marie"," $78.23"
"414",2001," Jun","Sault.Ste..Marie"," $83.31"
"415",2001," Jul","Sault.Ste..Marie"," $91.89"
"416",2001," Aug","Sault.Ste..Marie"," $95.18"
"417",2001," Sep","Sault.Ste..Marie"," $98.11"
"418",2001," Oct","Sault.Ste..Marie"," $87.11"
"419",2001," Nov","Sault.Ste..Marie"," $75.68"
"420",2001," Dec","Sault.Ste..Marie"," $75.37"
"421",2001," Jan","Southern.Ontario"," $90.44"
"422",2001," Feb","Southern.Ontario"," $92.82"
"423",2001," Mar","Southern.Ontario"," $93.26"
"424",2001," Apr","Southern.Ontario"," $94.59"
"425",2001," May","Southern.Ontario"," $102.66"
"426",2001," Jun","Southern.Ontario"," $110.5"
"427",2001," Jul","Southern.Ontario"," $124.37"
"428",2001," Aug","Southern.Ontario"," $126.39"
"429",2001," Sep","Southern.Ontario"," $107.18"
"430",2001," Oct","Southern.Ontario"," $100.01"
"431",2001," Nov","Southern.Ontario"," $91.84"
"432",2001," Dec","Southern.Ontario"," $94.79"
"433",2001," Jan","St..Johns"," $93.14"
"434",2001," Feb","St..Johns"," $95.04"
"435",2001," Mar","St..Johns"," $94.81"
"436",2001," Apr","St..Johns"," $96.42"
"437",2001," May","St..Johns"," $108.57"
"438",2001," Jun","St..Johns"," $114.84"
"439",2001," Jul","St..Johns"," $108.41"
"440",2001," Aug","St..Johns"," $105.67"
"441",2001," Sep","St..Johns"," $108.25"
"442",2001," Oct","St..Johns"," $102.94"
"443",2001," Nov","St..Johns"," $100.09"
"444",2001," Dec","St..Johns"," $96.55"
"445",2001," Jan","Sudbury"," $79.49"
"446",2001," Feb","Sudbury"," $80.93"
"447",2001," Mar","Sudbury"," $83.34"
"448",2001," Apr","Sudbury"," $81.3"
"449",2001," May","Sudbury"," $81.95"
"450",2001," Jun","Sudbury"," $84.25"
"451",2001," Jul","Sudbury"," $86.98"
"452",2001," Aug","Sudbury"," $87.48"
"453",2001," Sep","Sudbury"," $84.3"
"454",2001," Oct","Sudbury"," $82.76"
"455",2001," Nov","Sudbury"," $82.67"
"456",2001," Dec","Sudbury"," $73.23"
"457",2001," Jan","Thunder.Bay"," "
"458",2001," Feb","Thunder.Bay"," "
"459",2001," Mar","Thunder.Bay"," "
"460",2001," Apr","Thunder.Bay"," "
"461",2001," May","Thunder.Bay"," "
"462",2001," Jun","Thunder.Bay"," "
"463",2001," Jul","Thunder.Bay"," "
"464",2001," Aug","Thunder.Bay"," "
"465",2001," Sep","Thunder.Bay"," "
"466",2001," Oct","Thunder.Bay"," "
"467",2001," Nov","Thunder.Bay"," "
"468",2001," Dec","Thunder.Bay"," "
"469",2001," Jan","Toronto.Airport"," $113.8"
"470",2001," Feb","Toronto.Airport"," $115.29"
"471",2001," Mar","Toronto.Airport"," $112.67"
"472",2001," Apr","Toronto.Airport"," $117.52"
"473",2001," May","Toronto.Airport"," $115"
"474",2001," Jun","Toronto.Airport"," $113.98"
"475",2001," Jul","Toronto.Airport"," $106.15"
"476",2001," Aug","Toronto.Airport"," $112.88"
"477",2001," Sep","Toronto.Airport"," $113.6"
"478",2001," Oct","Toronto.Airport"," $115.21"
"479",2001," Nov","Toronto.Airport"," $112.95"
"480",2001," Dec","Toronto.Airport"," $107.85"
"481",2001," Jan","Vancouver.Island"," $79.27"
"482",2001," Feb","Vancouver.Island"," $80.76"
"483",2001," Mar","Vancouver.Island"," $85.92"
"484",2001," Apr","Vancouver.Island"," $92.16"
"485",2001," May","Vancouver.Island"," $113.1"
"486",2001," Jun","Vancouver.Island"," $127.49"
"487",2001," Jul","Vancouver.Island"," $147.02"
"488",2001," Aug","Vancouver.Island"," $152.9"
"489",2001," Sep","Vancouver.Island"," $125.91"
"490",2001," Oct","Vancouver.Island"," $99.84"
